Ticker,city,state,country,latitude,longitude
AMD,Santa Clara,CA,US,37.2333253,-121.6846349
AMD,San Jose,CA,US,37.3361905,-121.890583
AMD,San Francisco,CA,US,37.7790262,-122.419906
AMD,Tempe,AZ,US,33.4255056,-111.9400091
AMD,Seattle,WA,US,47.6038321,-122.3300624
AMD,Thousand Oaks,CA,US,34.1705609,-118.8375937
AMD,Columbus,OH,US,39.9622601,-83.0007065
AMD,Norwood,MA,US,42.194543,-71.1994976
AMD,Canonsburg,PA,US,40.2625702,-80.1872797
AMD,Capertino,CA,US,36.167269,-115.245979
AMD,Santa Clara,CA,US,37.2333253,-121.6846349
AMD,Veldhoven,NL,Netherlands,51.40770635,5.392731058
AMD,Sydney,AUS,Australia,-33.91840985,150.9983167
AMD,San Rafael,CA,US,37.9735346,-122.5310874
AMD,San Monica,CA,US,34.084745,-118.3845421
AMD,Roseland,NJ,US,40.8206555,-74.2937595
AMD,Cambridge,UK,UK,52.2055314,0.1186637
AMD,San Jose,CA,US,37.3361905,-121.890583
AMD,Beijing,CN,CH,39.906217,116.3912757
AMD,Cambridge,MA,US,42.3750997,-71.1056157
AMD,Novato,CA,US,38.1061979,-122.5681191
AMD,Norwalk,CT,US,41.1175966,-73.4078968
AMD,San Jose,CA,US,37.3361905,-121.890583
AMD,Stamford,CT,US,41.0534302,-73.5387341
AMD,Dallas,TX,US,32.7762719,-96.7968559
AMD,Austin,TX,US,30.2711286,-97.7436995
AMD,Cincinnati,OH,US,39.1014537,-84.5124602
AMD,San Jose,CA,US,37.3361905,-121.890583
AMD,Tupelo,MS,US,34.2576067,-88.7033859
AMD,Issaquah,WA,US,47.5348778,-122.0432974
AMD,Jacksonville,FL,US,30.3321838,-81.655651
AMD,Teaneck,NJ,US,40.8860164,-74.0072568
AMD,New York,NY,US,40.7127281,-74.0060152
AMD,San Francisco,CA,US,37.7790262,-122.419906
AMD,San Diego,CA,US,32.7174202,-117.1627728
AMD,Chesapeake,VA,US,36.7183708,-76.2466798
AMD,Redwood City,CA,US,37.4863239,-122.232523
AMD,San Jose,CA,US,37.3361905,-121.890583
AMD,Chicago,IL,US,41.8755616,-87.6244212
AMD,Winona,MN,US,43.9582272,-91.7807784
AMD,Menlo Park,CA,US,37.4519671,-122.1779927
AMD,Brookfield,WI,US,43.0605671,-88.1064787
AMD,Sunnyvale,CA,US,37.3688301,-122.036349
AMD,Foster City,CA,US,37.5600336,-122.2688522
AMD,Mountain View,CA,US,37.3893889,-122.0832101
AMD,Mountain View,CA,US,37.3893889,-122.0832101
AMD,Charlotte,NC,US,35.2272086,-80.8430827
AMD,San Diego,CA,US,32.7174202,-117.1627728
AMD,Mountain View,CA,US,37.3893889,-122.0832101
AMD,Mountain View,CA,US,37.3893889,-122.0832101
AMD,Sunnyvale,CA,US,37.3688301,-122.036349
AMD,Wilmington,DE,US,39.7459468,-75.546589
AMD,Westbrook,ME,US,43.6763036,-70.3663874
AMD,Westbrook,ME,US,43.6763036,-70.3663874
AMD,Plano,TX,US,33.0136764,-96.6925096
AMD,Milpitas,CA,US,37.4282771,-121.9069256
AMD,Chicago,IL,US,41.8755616,-87.6244212
AMD,Fremont,CA,US,37.5482697,-121.988571
AMD,Newark,CA,US,37.5296593,-122.0402399
AMD,Vancouver,CAN,CA,49.1566925,-122.7740237
AMD,Buenos Aires,AR,Argentina,-34.6075682,-58.4370894
AMD,Washington,D.C.,US,38.9074322,-77.0350922
AMD,Dallas,TX,US,32.7762719,-96.7968559
AMD,Chandler,AZ,US,33.3061605,-111.84125
AMD,Chicago,IL,US,41.8755616,-87.6244212
AMD,Cambridge,MA,US,42.3750997,-71.1056157
AMD,Corona,CA,US,33.8752945,-117.5664449
AMD,Redmond,WA,US,47.6694141,-122.1238767
AMD,Boise,ID,US,43.6166163,-116.200886
AMD,Los Gatos,CA,US,37.226611,-121.9746797
AMD,Hangzhou,CN,CN,30.2489634,120.2052342
AMD,Santa Clara,CA,US,37.2333253,-121.6846349
AMD,Eindhoven,NL,Netherlands,51.4392648,5.478633
AMD,San Francisco,CA,US,37.7790262,-122.419906
AMD,Thomasville,NC,,35.8831786,-80.081817
AMD,Springfield,MO,,37.2166779,-93.2920373
AMD,Bellevue,WA,,47.6144219,-122.192337
AMD,Santa Clara,CA,,37.2333253,-121.6846349
AMD,Rochester,NY,,43.157285,-77.615214
AMD,Shanghai,CN,CH,31.2322758,121.4692071
AMD,San Jose,CA,,37.3361905,-121.890583
AMD,Harrison,NY,,41.0195135,-73.71116375
AMD,San Diego,CA,,32.7174202,-117.1627728
AMD,Tarrytown,NY,,41.065586,-73.86732932
AMD,San Bruno,CA,,37.6261715,-122.4332435
AMD,New York,NY,,40.7127281,-74.0060152
AMD,Bothell,WA,,47.7598697,-122.2068288
AMD,San Francisco,CA,,37.7790262,-122.419906
AMD,Irvine,CA,,33.6856969,-117.8259819
AMD,Seattle,WA,,47.6038321,-122.3300624
AMD,Mountain View,CA,,37.3893889,-122.0832101
AMD,Austin,TX,,30.2711286,-97.7436995
AMD,Dallas,TX,,32.7762719,-96.7968559
AMD,Bellevue,WA,,47.6144219,-122.192337
AMD,Reston,VA,,38.9583737,-77.3579805
AMD,Jersey City,NJ,,40.7215682,-74.047455
AMD,Boston,MA,,42.3602534,-71.0582912
AMD,Chicago,IL,,41.8755616,-87.6244212
AMD,Pleasanton,CA,,37.6624312,-121.8746789
AMD,Minneapolis,MN,,44.9772995,-93.2654692
AMD,San Jose,CA,,37.3361905,-121.890583
AMD,San Jose,CA,,37.3361905,-121.890583
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
AMD,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ADBE,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
ABNB,,,,,
